Cód_IBGE,Município,Sigla UF,Região,Mês/Ano,Vítimas
1200104,Brasiléia,AC,NORTE,2022-08-01,2
1200138,Bujari,AC,NORTE,2022-08-01,0
1200179,Capixaba,AC,NORTE,2022-08-01,0
1200203,Cruzeiro Do Sul,AC,NORTE,2022-08-01,0
1200252,Epitaciolândia,AC,NORTE,2022-08-01,0
1200302,Feijó,AC,NORTE,2022-08-01,1
1200328,Jordão,AC,NORTE,2022-08-01,0
1200336,Mâncio Lima,AC,NORTE,2022-08-01,0
1200344,Manoel Urbano,AC,NORTE,2022-08-01,1
1200351,Marechal Thaumaturgo,AC,NORTE,2022-08-01,1
1200385,Plácido De Castro,AC,NORTE,2022-08-01,0
1200807,Porto Acre,AC,NORTE,2022-08-01,0
1200393,Porto Walter,AC,NORTE,2022-08-01,0
1200401,Rio Branco,AC,NORTE,2022-08-01,3
1200427,Rodrigues Alves,AC,NORTE,2022-08-01,0
1200435,Santa Rosa Do Purus,AC,NORTE,2022-08-01,0
1200500,Sena Madureira,AC,NORTE,2022-08-01,1
1200450,Senador Guiomard,AC,NORTE,2022-08-01,0
1200609,Tarauacá,AC,NORTE,2022-08-01,0
1200708,Xapuri,AC,NORTE,2022-08-01,0
1200302,Feijó,AC,NORTE,2022-09-01,1
1200138,Bujari,AC,NORTE,2022-09-01,1
1200807,Porto Acre,AC,NORTE,2022-09-01,1
1200393,Porto Walter,AC,NORTE,2022-09-01,1
1200401,Rio Branco,AC,NORTE,2022-09-01,5
1200427,Rodrigues Alves,AC,NORTE,2022-09-01,1
1200500,Sena Madureira,AC,NORTE,2022-09-01,1
1200450,Senador Guiomard,AC,NORTE,2022-09-01,2
1200609,Tarauacá,AC,NORTE,2022-09-01,3
1200013,Acrelândia,AC,NORTE,2022-10-01,1
1200104,Brasiléia,AC,NORTE,2022-10-01,2
1200179,Capixaba,AC,NORTE,2022-10-01,1
1200252,Epitaciolândia,AC,NORTE,2022-10-01,2
1200302,Feijó,AC,NORTE,2022-10-01,1
1200807,Porto Acre,AC,NORTE,2022-10-01,1
1200401,Rio Branco,AC,NORTE,2022-10-01,4
1200500,Sena Madureira,AC,NORTE,2022-10-01,1
1200609,Tarauacá,AC,NORTE,2022-10-01,1
1200013,Acrelândia,AC,NORTE,2022-11-01,3
1200104,Brasiléia,AC,NORTE,2022-11-01,2
1200203,Cruzeiro Do Sul,AC,NORTE,2022-11-01,3
1200252,Epitaciolândia,AC,NORTE,2022-11-01,1
1200336,Mâncio Lima,AC,NORTE,2022-11-01,1
1200344,Manoel Urbano,AC,NORTE,2022-11-01,1
1200401,Rio Branco,AC,NORTE,2022-11-01,10
1200500,Sena Madureira,AC,NORTE,2022-11-01,2
1200450,Senador Guiomard,AC,NORTE,2022-11-01,3
1200609,Tarauacá,AC,NORTE,2022-11-01,1
1200708,Xapuri,AC,NORTE,2022-11-01,2
1200203,Cruzeiro Do Sul,AC,NORTE,2022-12-01,1
1200302,Feijó,AC,NORTE,2022-12-01,1
1200328,Jordão,AC,NORTE,2022-12-01,1
1200401,Rio Branco,AC,NORTE,2022-12-01,11
1200500,Sena Madureira,AC,NORTE,2022-12-01,2
1200450,Senador Guiomard,AC,NORTE,2022-12-01,5
1200609,Tarauacá,AC,NORTE,2022-12-01,1
