UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO; POPULAÇÃO ESTIMADA;COD
PB;25;12754;Riachão do Bacamarte;4562;2512754
PB;25;12762;Riachão do Poço;4571;2512762
PB;25;12788;Riacho de Santo Antônio;1999;2512788
PB;25;12804;Riacho dos Cavalos;8555;2512804
PB;25;12903;Rio Tinto;24258;2512903
PB;25;13000;Salgadinho;3975;2513000
PB;25;13109;Salgado de São Félix;12123;2513109
PB;25;13158;Santa Cecília;6526;2513158
PB;25;13208;Santa Cruz;6579;2513208
PB;25;13307;Santa Helena;5853;2513307
PB;25;13356;Santa Inês;3591;2513356
PB;25;13406;Santa Luzia;15470;2513406
PB;25;13505;Santana de Mangueira;5098;2513505
PB;25;13604;Santana dos Garrotes;6942;2513604
PB;25;13653;Joca Claudino;2640;2513653
PB;25;13703;Santa Rita;138093;2513703
PB;25;13802;Santa Teresinha;4550;2513802
PB;25;13851;Santo André;2496;2513851
PB;25;13901;São Bento;34650;2513901
PB;25;13927;São Bentinho;4602;2513927
PB;25;13943;São Domingos do Cariri;2645;2513943
PB;25;13968;São Domingos;3119;2513968
PB;25;13984;São Francisco;3377;2513984
PB;25;14008;São João do Cariri;4170;2514008
PB;25;14107;São João do Tigre;4408;2514107
PB;25;14206;São José da Lagoa Tapada;7622;2514206
PB;25;14305;São José de Caiana;6394;2514305
PB;25;14404;São José de Espinharas;4631;2514404
PB;25;14453;São José dos Ramos;6037;2514453
PB;25;14503;São José de Piranhas;20406;2514503
PB;25;14552;São José de Princesa;3898;2514552
PB;25;14602;São José do Bonfim;3619;2514602
PB;25;14651;São José do Brejo do Cruz;1821;2514651
PB;25;14701;São José do Sabugi;4153;2514701
PB;25;14800;São José dos Cordeiros;3607;2514800
PB;25;14909;São Mamede;7682;2514909
PB;25;15005;São Miguel de Taipu;7450;2515005
PB;25;15104;São Sebastião de Lagoa de Roça;11793;2515104
PB;25;15203;São Sebastião do Umbuzeiro;3534;2515203
PB;25;15302;Sapé;52977;2515302
PB;25;15401;São Vicente do Seridó;10919;2515401
PB;25;15500;Serra Branca;13807;2515500
PB;25;15609;Serra da Raiz;3114;2515609
PB;25;15708;Serra Grande;2921;2515708
PB;25;15807;Serra Redonda;7001;2515807
PB;25;15906;Serraria;6037;2515906
PB;25;15930;Sertãozinho;5152;2515930
PB;25;15971;Sobrado;7845;2515971
PB;25;16003;Solânea;26051;2516003
PB;25;16102;Soledade;15211;2516102
PB;25;16151;Sossêgo;3631;2516151
PB;25;16201;Sousa;69997;2516201
PB;25;16300;Sumé;17096;2516300
PB;25;16409;Tacima;11024;2516409
PB;25;16508;Taperoá;15505;2516508
PB;25;16607;Tavares;14791;2516607
PB;25;16706;Teixeira;15333;2516706
PB;25;16755;Tenório;3103;2516755
PB;25;16805;Triunfo;9473;2516805
PB;25;16904;Uiraúna;15356;2516904
PB;25;17001;Umbuzeiro;9914;2517001
PB;25;17100;Várzea;2870;2517100
PB;25;17209;Vieirópolis;5395;2517209
PB;25;17407;Zabelê;2269;2517407
PE;26;00054;Abreu e Lima;100698;2600054
PE;26;00104;Afogados da Ingazeira;37546;2600104
PE;26;00203;Afrânio;19981;2600203
PE;26;00302;Agrestina;25240;2600302
PE;26;00401;Água Preta;37386;2600401
PE;26;00500;Águas Belas;43923;2600500
PE;26;00609;Alagoinha;14798;2600609
PE;26;00708;Aliança;38408;2600708
PE;26;00807;Altinho;22996;2600807
PE;26;00906;Amaraji;22910;2600906
PE;26;01003;Angelim;11301;2601003
PE;26;01052;Araçoiaba;20936;2601052
PE;26;01102;Araripina;85301;2601102
PE;26;01201;Arcoverde;75295;2601201
PE;26;01300;Barra de Guabiraba;14632;2601300
PE;26;01409;Barreiros;42866;2601409
PE;26;01508;Belém de Maria;12169;2601508
PE;26;01607;Belém do São Francisco;20730;2601607
PE;26;01706;Belo Jardim;76930;2601706
PE;26;01805;Betânia;12811;2601805
PE;26;01904;Bezerros;60960;2601904
PE;26;02001;Bodocó;38605;2602001
PE;26;02100;Bom Conselho;48975;2602100
PE;26;02209;Bom Jardim;40038;2602209
PE;26;02308;Bonito;38101;2602308
PE;26;02407;Brejão;8981;2602407
PE;26;02506;Brejinho;7489;2602506
PE;26;02605;Brejo da Madre de Deus;51696;2602605
PE;26;02704;Buenos Aires;13224;2602704
PE;26;02803;Buíque;59448;2602803
PE;26;02902;Cabo de Santo Agostinho;210796;2602902
PE;26;03009;Cabrobó;34778;2603009
PE;26;03108;Cachoeirinha;20618;2603108
PE;26;03207;Caetés;29065;2603207
PE;26;03306;Calçado;10983;2603306
PE;26;03405;Calumbi;5744;2603405
PE;26;03454;Camaragibe;159945;2603454
PE;26;03504;Camocim de São Félix;19032;2603504
PE;26;03603;Camutanga;8592;2603603
PE;26;03702;Canhotinho;24743;2603702
PE;26;03801;Capoeiras;20048;2603801
PE;26;03900;Carnaíba;19666;2603900
PE;26;03926;Carnaubeira da Penha;13117;2603926
PE;26;04007;Carpina;85131;2604007
PE;26;04106;Caruaru;369343;2604106
PE;26;04155;Casinhas;14395;2604155
PE;26;04205;Catende;43778;2604205
PE;26;04304;Cedro;11972;2604304
PE;26;04403;Chã de Alegria;13641;2604403
PE;26;04502;Chã Grande;21929;2604502
PE;26;04601;Condado;26755;2604601
PE;26;04700;Correntes;18327;2604700
PE;26;04809;Cortês;12543;2604809
PE;26;04908;Cumaru;9494;2604908
PE;26;05004;Cupira;24237;2605004
PE;26;05103;Custódia;37633;2605103
PE;26;05152;Dormentes;19246;2605152
PE;26;05202;Escada;69701;2605202
PE;26;05301;Exu;31709;2605301
PE;26;05400;Feira Nova;22360;2605400
PE;26;05459;Fernando de Noronha;3140;2605459
PE;26;05509;Ferreiros;12216;2605509
PE;26;05608;Flores;22612;2605608
PE;26;05707;Floresta;33488;2605707
PE;26;05806;Frei Miguelinho;15633;2605806
PE;26;05905;Gameleira;31578;2605905
PE;26;06002;Garanhuns;141347;2606002
PE;26;06101;Glória do Goitá;30847;2606101
PE;26;06200;Goiana;80345;2606200
PE;26;06309;Granito;7586;2606309
PE;26;06408;Gravatá;85309;2606408
PE;26;06507;Iati;19284;2606507
PE;26;06606;Ibimirim;29585;2606606
PE;26;06705;Ibirajuba;7773;2606705
PE;26;06804;Igarassu;119690;2606804
PE;26;06903;Iguaracy;12265;2606903
PE;26;07000;Inajá;24034;2607000
PE;26;07109;Ingazeira;4537;2607109
PE;26;07208;Ipojuca;99101;2607208
PE;26;07307;Ipubi;31515;2607307
PE;26;07406;Itacuruba;5013;2607406
PE;26;07505;Itaíba;26268;2607505
PE;26;07604;Ilha de Itamaracá;27076;2607604
PE;26;07653;Itambé;36495;2607653
PE;26;07703;Itapetim;13492;2607703
PE;26;07752;Itapissuma;27144;2607752
PE;26;07802;Itaquitinga;17056;2607802
PE;26;07901;Jaboatão dos Guararapes;711330;2607901
PE;26;07950;Jaqueira;11632;2607950
PE;26;08008;Jataúba;17305;2608008
PE;26;08057;Jatobá;14904;2608057
PE;26;08107;João Alfredo;33570;2608107
PE;26;08206;Joaquim Nabuco;15999;2608206
PE;26;08255;Jucati;11545;2608255
PE;26;08305;Jupi;15007;2608305
PE;26;08404;Jurema;15483;2608404
PE;26;08453;Lagoa do Carro;18429;2608453
PE;26;08503;Lagoa de Itaenga;21490;2608503
PE;26;08602;Lagoa do Ouro;13300;2608602
PE;26;08701;Lagoa dos Gatos;16345;2608701
PE;26;08750;Lagoa Grande;26090;2608750
PE;26;08800;Lajedo;40883;2608800
PE;26;08909;Limoeiro;56149;2608909
PE;26;09006;Macaparana;25565;2609006
PE;26;09105;Machados;16549;2609105
PE;26;09154;Manari;22110;2609154
PE;26;09204;Maraial;11098;2609204
PE;26;09303;Mirandiba;15548;2609303
PE;26;09402;Moreno;63792;2609402
PE;26;09501;Nazaré da Mata;32673;2609501
PE;26;09600;Olinda;393734;2609600
PE;26;09709;Orobó;23985;2609709
PE;26;09808;Orocó;15309;2609808
PE;26;09907;Ouricuri;70466;2609907
PE;26;10004;Palmares;63745;2610004
PE;26;10103;Palmeirina;7509;2610103
PE;26;10202;Panelas;26438;2610202
PE;26;10301;Paranatama;11608;2610301
PE;26;10400;Parnamirim;22198;2610400
PE;26;10509;Passira;28856;2610509
PE;26;10608;Paudalho;57346;2610608
PE;26;10707;Paulista;336919;2610707
PE;26;10806;Pedra;22716;2610806
PE;26;10905;Pesqueira;68067;2610905
PE;26;11002;Petrolândia;37246;2611002
PE;26;11101;Petrolina;359372;2611101
PE;26;11200;Poção;11308;2611200
PE;26;11309;Pombos;27204;2611309
PE;26;11408;Primavera;15231;2611408
PE;26;11507;Quipapá;26309;2611507
PE;26;11533;Quixaba;6796;2611533
PE;26;11606;Recife;1661017;2611606
PE;26;11705;Riacho das Almas;20744;2611705
PE;26;11804;Ribeirão;47813;2611804
PE;26;11903;Rio Formoso;23719;2611903
PE;26;12000;Sairé;9600;2612000
PE;26;12109;Salgadinho;11214;2612109
PE;26;12208;Salgueiro;61561;2612208
PE;26;12307;Saloá;15880;2612307
PE;26;12406;Sanharó;27308;2612406
PE;26;12455;Santa Cruz;15713;2612455
PE;26;12471;Santa Cruz da Baixa Verde;12708;2612471
PE;26;12505;Santa Cruz do Capibaribe;111812;2612505
PE;26;12554;Santa Filomena;14645;2612554
PE;26;12604;Santa Maria da Boa Vista;42266;2612604
PE;26;12703;Santa Maria do Cambucá;14308;2612703
PE;26;12802;Santa Terezinha;11914;2612802
PE;26;12901;São Benedito do Sul;16239;2612901
PE;26;13008;São Bento do Una;60567;2613008
PE;26;13107;São Caitano;37488;2613107
PE;26;13206;São João;23002;2613206
PE;26;13305;São Joaquim do Monte;21439;2613305
PE;26;13404;São José da Coroa Grande;21868;2613404
PE;26;13503;São José do Belmonte;34082;2613503
PE;26;13602;São José do Egito;34210;2613602
PE;26;13701;São Lourenço da Mata;114910;2613701
PE;26;13800;São Vicente Férrer;18150;2613800
PE;26;13909;Serra Talhada;87467;2613909
PE;26;14006;Serrita;19226;2614006
PE;26;14105;Sertânia;36189;2614105
PE;26;14204;Sirinhaém;46845;2614204
PE;26;14303;Moreilândia;11269;2614303
PE;26;14402;Solidão;6034;2614402
PE;26;14501;Surubim;66192;2614501
PE;26;14600;Tabira;28860;2614600
PE;26;14709;Tacaimbó;12843;2614709
PE;26;14808;Tacaratu;26439;2614808
PE;26;14857;Tamandaré;23852;2614857
PE;26;15003;Taquaritinga do Norte;29472;2615003
PE;26;15102;Terezinha;7227;2615102
PE;26;15201;Terra Nova;10314;2615201
PE;26;15300;Timbaúba;52587;2615300
PE;26;15409;Toritama;47088;2615409
PE;26;15508;Tracunhaém;13856;2615508
PE;26;15607;Trindade;31103;2615607
PE;26;15706;Triunfo;15232;2615706
PE;26;15805;Tupanatinga;27793;2615805
PE;26;15904;Tuparetama;8266;2615904
PE;26;16001;Venturosa;18835;2616001
PE;26;16100;Verdejante;9572;2616100
PE;26;16183;Vertente do Lério;7526;2616183
PE;26;16209;Vertentes;21172;2616209
PE;26;16308;Vicência;32897;2616308
PE;26;16407;Vitória de Santo Antão;140389;2616407
PE;26;16506;Xexéu;14789;2616506
AL;27;00102;Água Branca;20263;2700102
AL;27;00201;Anadia;17507;2700201
AL;27;00300;Arapiraca;234309;2700300
AL;27;00409;Atalaia;47540;2700409
AL;27;00508;Barra de Santo Antônio;16201;2700508
AL;27;00607;Barra de São Miguel;8434;2700607
AL;27;00706;Batalha;18440;2700706
AL;27;00805;Belém;4226;2700805
AL;27;00904;Belo Monte;6717;2700904
AL;27;01001;Boca da Mata;27429;2701001
AL;27;01100;Branquinha;10426;2701100
AL;27;01209;Cacimbinhas;10920;2701209
AL;27;01308;Cajueiro;21397;2701308
AL;27;01357;Campestre;6972;2701357
AL;27;01407;Campo Alegre;57997;2701407
AL;27;01506;Campo Grande;9576;2701506
AL;27;01605;Canapi;17715;2701605
AL;27;01704;Capela;16907;2701704
AL;27;01803;Carneiros;9568;2701803
AL;27;01902;Chã Preta;7311;2701902
AL;27;02009;Coité do Nóia;10594;2702009
AL;27;02108;Colônia Leopoldina;21935;2702108
AL;27;02207;Coqueiro Seco;5882;2702207
AL;27;02306;Coruripe;57647;2702306
AL;27;02355;Craíbas;24396;2702355
AL;27;02405;Delmiro Gouveia;52501;2702405
AL;27;02504;Dois Riachos;11059;2702504
AL;27;02553;Estrela de Alagoas;18304;2702553
AL;27;02603;Feira Grande;22192;2702603
AL;27;02702;Feliz Deserto;4803;2702702
AL;27;02801;Flexeiras;12823;2702801
AL;27;02900;Girau do Ponciano;41549;2702900
AL;27;03007;Ibateguara;15637;2703007
AL;27;03106;Igaci;25596;2703106
AL;27;03205;Igreja Nova;24670;2703205
AL;27;03304;Inhapi;18398;2703304
AL;27;03403;Jacaré dos Homens;5185;2703403
AL;27;03502;Jacuípe;6992;2703502
AL;27;03601;Japaratinga;8444;2703601
AL;27;03700;Jaramataia;5751;2703700
AL;27;03759;Jequiá da Praia;11495;2703759
AL;27;03809;Joaquim Gomes;24167;2703809
AL;27;03908;Jundiá;4119;2703908
AL;27;04005;Junqueiro;24716;2704005
AL;27;04104;Lagoa da Canoa;17692;2704104
AL;27;04203;Limoeiro de Anadia;28904;2704203
AL;27;04302;Maceió;1031597;2704302
AL;27;04401;Major Isidoro;19923;2704401
AL;27;04500;Maragogi;33351;2704500
AL;27;04609;Maravilha;8850;2704609
AL;27;04708;Marechal Deodoro;52848;2704708
AL;27;04807;Maribondo;13123;2704807
AL;27;04906;Mar Vermelho;3474;2704906
AL;27;05002;Mata Grande;25200;2705002
AL;27;05101;Matriz de Camaragibe;24627;2705101
AL;27;05200;Messias;18201;2705200
AL;27;05309;Minador do Negrão;5315;2705309
AL;27;05408;Monteirópolis;7171;2705408
AL;27;05507;Murici;28428;2705507
AL;27;05606;Novo Lino;12837;2705606
AL;27;05705;Olho d'Água das Flores;21690;2705705
AL;27;05804;Olho d'Água do Casado;9507;2705804
AL;27;05903;Olho d'Água Grande;5133;2705903
AL;27;06000;Olivença;11681;2706000
AL;27;06109;Ouro Branco;11573;2706109
AL;27;06208;Palestina;5061;2706208
AL;27;06307;Palmeira dos Índios;73452;2706307
AL;27;06406;Pão de Açúcar;24307;2706406
AL;27;06422;Pariconha;10546;2706422
AL;27;06448;Paripueira;13484;2706448
AL;27;06505;Passo de Camaragibe;15270;2706505
AL;27;06604;Paulo Jacinto;7556;2706604
AL;27;06703;Penedo;64005;2706703
AL;27;06802;Piaçabuçu;17868;2706802
AL;27;06901;Pilar;35310;2706901
AL;27;07008;Pindoba;2903;2707008
AL;27;07107;Piranhas;25324;2707107
AL;27;07206;Poço das Trincheiras;14447;2707206
AL;27;07305;Porto Calvo;27331;2707305
AL;27;07404;Porto de Pedras;7618;2707404
AL;27;07503;Porto Real do Colégio;20158;2707503
AL;27;07602;Quebrangulo;11202;2707602
AL;27;07701;Rio Largo;75662;2707701
AL;27;07800;Roteiro;6634;2707800
AL;27;07909;Santa Luzia do Norte;7344;2707909
AL;27;08006;Santana do Ipanema;47910;2708006
AL;27;08105;Santana do Mundaú;10637;2708105
AL;27;08204;São Brás;6977;2708204
AL;27;08303;São José da Laje;24064;2708303
AL;27;08402;São José da Tapera;32462;2708402
AL;27;08501;São Luís do Quitunde;34825;2708501
AL;27;08600;São Miguel dos Campos;62328;2708600
AL;27;08709;São Miguel dos Milagres;8073;2708709
AL;27;08808;São Sebastião;34424;2708808
AL;27;08907;Satuba;14042;2708907
AL;27;08956;Senador Rui Palmeira;13893;2708956
AL;27;09004;Tanque d'Arca;6115;2709004
AL;27;09103;Taquarana;20162;2709103
AL;27;09152;Teotônio Vilela;44570;2709152
AL;27;09202;Traipu;27934;2709202
AL;27;09301;União dos Palmares;65963;2709301
AL;27;09400;Viçosa;25655;2709400
SE;28;00100;Amparo do São Francisco;2386;2800100
SE;28;00209;Aquidabã;21796;2800209
SE;28;00308;Aracaju;672614;2800308
SE;28;00407;Arauá;9840;2800407
SE;28;00506;Areia Branca;18825;2800506
SE;28;00605;Barra dos Coqueiros;31439;2800605
SE;28;00670;Boquim;26980;2800670
SE;28;00704;Brejo Grande;8396;2800704
SE;28;01009;Campo do Brito;18325;2801009
SE;28;01108;Canhoba;4003;2801108
SE;28;01207;Canindé de São Francisco;30894;2801207
SE;28;01306;Capela;34808;2801306
SE;28;01405;Carira;22393;2801405
SE;28;01504;Carmópolis;17232;2801504
SE;28;01603;Cedro de São João;5929;2801603
SE;28;01702;Cristinápolis;18181;2801702
SE;28;01900;Cumbe;4008;2801900
SE;28;02007;Divina Pastora;5290;2802007
SE;28;02106;Estância;69919;2802106
SE;28;02205;Feira Nova;5617;2802205
SE;28;02304;Frei Paulo;15688;2802304
SE;28;02403;Gararu;11599;2802403
SE;28;02502;General Maynard;3421;2802502
SE;28;02601;Gracho Cardoso;5831;2802601
SE;28;02700;Ilha das Flores;8522;2802700
SE;28;02809;Indiaroba;18337;2802809
SE;28;02908;Itabaiana;96839;2802908
SE;28;03005;Itabaianinha;42399;2803005
SE;28;03104;Itabi;4869;2803104
SE;28;03203;Itaporanga d'Ajuda;35054;2803203
SE;28;03302;Japaratuba;19067;2803302
SE;28;03401;Japoatã;13422;2803401
SE;28;03500;Lagarto;106015;2803500
SE;28;03609;Laranjeiras;30327;2803609
SE;28;03708;Macambira;7002;2803708
SE;28;03807;Malhada dos Bois;3715;2803807
SE;28;03906;Malhador;12689;2803906
SE;28;04003;Maruim;17328;2804003
SE;28;04102;Moita Bonita;11361;2804102
SE;28;04201;Monte Alegre de Sergipe;15315;2804201
SE;28;04300;Muribeca;7653;2804300
SE;28;04409;Neópolis;18688;2804409
SE;28;04458;Nossa Senhora Aparecida;8822;2804458
SE;28;04508;Nossa Senhora da Glória;37715;2804508
SE;28;04607;Nossa Senhora das Dores;26957;2804607
SE;28;04706;Nossa Senhora de Lourdes;6509;2804706
SE;28;04805;Nossa Senhora do Socorro;187733;2804805
SE;28;04904;Pacatuba;14650;2804904
SE;28;05000;Pedra Mole;3309;2805000
SE;28;05109;Pedrinhas;9727;2805109
SE;28;05208;Pinhão;6678;2805208
SE;28;05307;Pirambu;9436;2805307
SE;28;05406;Poço Redondo;35461;2805406
SE;28;05505;Poço Verde;24003;2805505
SE;28;05604;Porto da Folha;28788;2805604
SE;28;05703;Propriá;29756;2805703
SE;28;05802;Riachão do Dantas;19813;2805802
SE;28;05901;Riachuelo;10354;2805901
SE;28;06008;Ribeirópolis;18891;2806008
SE;28;06107;Rosário do Catete;11158;2806107
SE;28;06206;Salgado;20051;2806206
SE;28;06305;Santa Luzia do Itanhy;14205;2806305
SE;28;06404;Santana do São Francisco;7906;2806404
SE;28;06503;Santa Rosa de Lima;3933;2806503
SE;28;06602;Santo Amaro das Brotas;12200;2806602
SE;28;06701;São Cristóvão;92090;2806701
SE;28;06800;São Domingos;11276;2806800
SE;28;06909;São Francisco;3837;2806909
SE;28;07006;São Miguel do Aleixo;3964;2807006
SE;28;07105;Simão Dias;40724;2807105
SE;28;07204;Siriri;9046;2807204
SE;28;07303;Telha;3271;2807303
SE;28;07402;Tobias Barreto;52861;2807402
SE;28;07501;Tomar do Geru;13534;2807501
SE;28;07600;Umbaúba;25800;2807600
BA;29;00108;Abaíra;8681;2900108
BA;29;00207;Abaré;20594;2900207
BA;29;00306;Acajutiba;15214;2900306
BA;29;00355;Adustina;17209;2900355
BA;29;00405;Água Fria;17096;2900405
BA;29;00504;Érico Cardoso;10513;2900504
BA;29;00603;Aiquara;4387;2900603
BA;29;00702;Alagoinhas;153023;2900702
BA;29;00801;Alcobaça;22509;2900801
BA;29;00900;Almadina;5273;2900900
BA;29;01007;Amargosa;37631;2901007
BA;29;01106;Amélia Rodrigues;24997;2901106
BA;29;01155;América Dourada;16086;2901155
BA;29;01205;Anagé;21229;2901205
BA;29;01304;Andaraí;13122;2901304
BA;29;01353;Andorinha;14416;2901353
BA;29;01403;Angical;13902;2901403
BA;29;01502;Anguera;11369;2901502
BA;29;01601;Antas;19659;2901601
BA;29;01700;Antônio Cardoso;11670;2901700
BA;29;01809;Antônio Gonçalves;11955;2901809
BA;29;01908;Aporá;17840;2901908
BA;29;01957;Apuarema;7274;2901957
BA;29;02005;Aracatu;12960;2902005
BA;29;02054;Araçás;12237;2902054
BA;29;02104;Araci;54903;2902104
BA;29;02203;Aramari;11519;2902203
BA;29;02252;Arataca;10904;2902252
BA;29;02302;Aratuípe;8848;2902302
BA;29;02401;Aurelino Leal;11079;2902401
BA;29;02500;Baianópolis;13979;2902500
BA;29;02609;Baixa Grande;20431;2902609
BA;29;02658;Banzaê;13251;2902658
BA;29;02708;Barra;54225;2902708
BA;29;02807;Barra da Estiva;20198;2902807
BA;29;02906;Barra do Choça;30831;2902906
BA;29;03003;Barra do Mendes;13128;2903003
BA;29;03102;Barra do Rocha;5515;2903102
BA;29;03201;Barreiras;158432;2903201
BA;29;03235;Barro Alto;15171;2903235
BA;29;03276;Barrocas;16225;2903276
BA;29;03300;Barro Preto;5312;2903300
BA;29;03409;Belmonte;23540;2903409
BA;29;03508;Belo Campo;17013;2903508
BA;29;03607;Biritinga;15989;2903607
BA;29;03706;Boa Nova;12039;2903706
BA;29;03805;Boa Vista do Tupim;18491;2903805
BA;29;03904;Bom Jesus da Lapa;70151;2903904
BA;29;03953;Bom Jesus da Serra;9768;2903953
BA;29;04001;Boninal;14518;2904001
BA;29;04050;Bonito;16999;2904050
BA;29;04100;Boquira;21486;2904100
BA;29;04209;Botuporã;10050;2904209
BA;29;04308;Brejões;14155;2904308
BA;29;04407;Brejolândia;10675;2904407
BA;29;04506;Brotas de Macaúbas;10705;2904506
BA;29;04605;Brumado;67468;2904605
BA;29;04704;Buerarema;18269;2904704
BA;29;04753;Buritirama;21374;2904753
BA;29;04803;Caatiba;6232;2904803
BA;29;04852;Cabaceiras do Paraguaçu;19010;2904852
BA;29;04902;Cachoeira;33659;2904902
BA;29;05008;Caculé;23407;2905008
BA;29;05107;Caém;8912;2905107
BA;29;05156;Caetanos;14671;2905156
BA;29;05206;Caetité;51184;2905206
BA;29;05305;Cafarnaum;18585;2905305
BA;29;05404;Cairu;18666;2905404
BA;29;05503;Caldeirão Grande;13452;2905503
BA;29;05602;Camacan;32023;2905602
BA;29;05701;Camaçari;309208;2905701
BA;29;05800;Camamu;35444;2905800
BA;29;05909;Campo Alegre de Lourdes;28839;2905909
BA;29;06006;Campo Formoso;71754;2906006
BA;29;06105;Canápolis;9694;2906105
BA;29;06204;Canarana;26468;2906204
BA;29;06303;Canavieiras;30722;2906303
BA;29;06402;Candeal;8109;2906402
BA;29;06501;Candeias;87820;2906501
BA;29;06600;Candiba;14415;2906600
BA;29;06709;Cândido Sales;24921;2906709
BA;29;06808;Cansanção;34929;2906808
BA;29;06824;Canudos;16832;2906824
BA;29;06857;Capela do Alto Alegre;11597;2906857
BA;29;06873;Capim Grosso;31055;2906873
BA;29;06899;Caraíbas;8659;2906899
BA;29;06907;Caravelas;22166;2906907
BA;29;07004;Cardeal da Silva;9395;2907004
BA;29;07103;Carinhanha;29118;2907103
BA;29;07202;Casa Nova;73092;2907202
BA;29;07301;Castro Alves;26369;2907301
BA;29;07400;Catolândia;3619;2907400
BA;29;07509;Catu;55222;2907509
BA;29;07558;Caturama;9303;2907558
BA;29;07608;Central;17293;2907608
BA;29;07707;Chorrochó;11221;2907707
BA;29;07806;Cícero Dantas;32636;2907806
BA;29;07905;Cipó;17402;2907905
BA;29;08002;Coaraci;16128;2908002
BA;29;08101;Cocos;18835;2908101
BA;29;08200;Conceição da Feira;22933;2908200
BA;29;08309;Conceição do Almeida;17087;2908309
BA;29;08408;Conceição do Coité;67394;2908408
BA;29;08507;Conceição do Jacuípe;33631;2908507
BA;29;08606;Conde;26223;2908606
BA;29;08705;Condeúba;17113;2908705
BA;29;08804;Contendas do Sincorá;4025;2908804
BA;29;08903;Coração de Maria;22391;2908903
BA;29;09000;Cordeiros;8667;2909000
BA;29;09109;Coribe;14108;2909109
BA;29;09208;Coronel João Sá;15549;2909208
BA;29;09307;Correntina;32243;2909307
BA;29;09406;Cotegipe;13756;2909406
BA;29;09505;Cravolândia;5352;2909505
BA;29;09604;Crisópolis;21219;2909604
BA;29;09703;Cristópolis;13981;2909703
BA;29;09802;Cruz das Almas;63923;2909802
BA;29;09901;Curaçá;35065;2909901
BA;29;10008;Dário Meira;10347;2910008
BA;29;10057;Dias d'Ávila;83705;2910057
BA;29;10107;Dom Basílio;12281;2910107
BA;29;10206;Dom Macedo Costa;4072;2910206
BA;29;10305;Elísio Medrado;8129;2910305
BA;29;10404;Encruzilhada;15914;2910404
BA;29;10503;Entre Rios;42014;2910503
BA;29;10602;Esplanada;37902;2910602
BA;29;10701;Euclides da Cunha;61112;2910701
BA;29;10727;Eunápolis;115360;2910727
BA;29;10750;Fátima;17801;2910750
BA;29;10776;Feira da Mata;5656;2910776
BA;29;10800;Feira de Santana;624107;2910800
BA;29;10859;Filadélfia;16314;2910859
BA;29;10909;Firmino Alves;5641;2910909
BA;29;11006;Floresta Azul;10525;2911006
BA;29;11105;Formosa do Rio Preto;26111;2911105
BA;29;11204;Gandu;32778;2911204
BA;29;11253;Gavião;4417;2911253
BA;29;11303;Gentio do Ouro;11284;2911303
BA;29;11402;Glória;15247;2911402
BA;29;11501;Gongogi;6852;2911501
BA;29;11600;Governador Mangabeira;20800;2911600
BA;29;11659;Guajeru;6371;2911659
BA;29;11709;Guanambi;85353;2911709
BA;29;11808;Guaratinga;20565;2911808
BA;29;11857;Heliópolis;12946;2911857
BA;29;11907;Iaçu;23950;2911907
BA;29;12004;Ibiassucê;8849;2912004
BA;29;12103;Ibicaraí;21083;2912103
BA;29;12202;Ibicoara;19990;2912202
BA;29;12301;Ibicuí;16262;2912301
BA;29;12400;Ibipeba;18421;2912400
BA;29;12509;Ibipitanga;14989;2912509
BA;29;12608;Ibiquera;4047;2912608
BA;29;12707;Ibirapitanga;23433;2912707
BA;29;12806;Ibirapuã;8740;2912806
BA;29;12905;Ibirataia;14476;2912905
BA;29;13002;Ibitiara;16463;2913002
BA;29;13101;Ibititá;17048;2913101
BA;29;13200;Ibotirama;27076;2913200
BA;29;13309;Ichu;6232;2913309
BA;29;13408;Igaporã;15661;2913408
BA;29;13457;Igrapiúna;12963;2913457
BA;29;13507;Iguaí;27006;2913507
BA;29;13606;Ilhéus;157639;2913606
BA;29;13705;Inhambupe;40720;2913705
BA;29;13804;Ipecaetá;14229;2913804
BA;29;13903;Ipiaú;45969;2913903
BA;29;14000;Ipirá;59281;2914000
BA;29;14109;Ipupiara;9954;2914109
BA;29;14208;Irajuba;7295;2914208
BA;29;14307;Iramaia;7874;2914307
BA;29;14406;Iraquara;25728;2914406
BA;29;14505;Irará;29305;2914505
BA;29;14604;Irecê;74050;2914604
BA;29;14653;Itabela;30901;2914653
BA;29;14703;Itaberaba;64795;2914703
BA;29;14802;Itabuna;214123;2914802
BA;29;14901;Itacaré;29051;2914901
BA;29;15007;Itaeté;16164;2915007
BA;29;15106;Itagi;12140;2915106
BA;29;15205;Itagibá;14331;2915205
BA;29;15304;Itagimirim;6784;2915304
BA;29;15353;Itaguaçu da Bahia;14650;2915353
BA;29;15403;Itaju do Colônia;6515;2915403
BA;29;15502;Itajuípe;20309;2915502
BA;29;15601;Itamaraju;64423;2915601
BA;29;15700;Itamari;7971;2915700
BA;29;15809;Itambé;22474;2915809
BA;29;15908;Itanagra;6433;2915908
BA;29;16005;Itanhém;19231;2916005
BA;29;16104;Itaparica;22440;2916104
BA;29;16203;Itapé;8300;2916203
BA;29;16302;Itapebi;10173;2916302
BA;29;16401;Itapetinga;77408;2916401
BA;29;16500;Itapicuru;36173;2916500
BA;29;16609;Itapitanga;10284;2916609
BA;29;16708;Itaquara;8375;2916708
